Full Location Name	Latitude	Longitude	Public Notes	Private Notes	Trimmed Name	Alternate Names	Parent	Secondary Parents	Validity
Tefé, Brazil	-3.345449	-64.721029	Doflein (1899) described a new species labeled as collected from Tefé, Brazil. The specimen has since been identified as the species <em class="species">Uca chlorophthalmus.</em> Since Tefé is from the interior of the country without an ocean border, the collection location is clearly incorrect and the specimen was likely collected somewhere from the Indian coast of Africa and then subsequently mislabled.	.	Tefé	.	Brazil	.	X
Brisbane River, Brisbane, Queensland, Australia	-27.408700	153.147615	.	Near Brisbane	Brisbane River	.	Brisbane, Queensland, Australia	.	.
Redland Bay, Brisbane, Queensland, Australia	-27.646243	153.308555	.	.	Redland Bay	.	Brisbane, Queensland, Australia	.	.
Vancouver Island, British Columbia, Canada	48.428197	-123.466956	.	.	Vancouver Island	.	British Columbia, Canada	.	X
Victoria, British Columbia, Canada	48.434223	-123.338713	.	.	Victoria (Canada)	.	British Columbia, Canada	.	X
Paraquita Bay, British Virgin Islands	18.418774	-64.576042	.	.	Paraquita Bay	.	British Virgin Islands	.	.
Barred Creek, Broome, Western Australia, Australia	-17.662679	122.187214	.	.	Barred Creek	.	Broome, Western Australia, Australia	.	.
Chappaquoit, West Falmouth, Falmouth, Barnstable County, Massachusetts, USA	41.605122	-70.651733	.	.	Chappaquoit	.	West Falmouth, Falmouth, Barnstable County, Massachusetts, USA	.	.
El Puerto de Santa Maria, Cádiz, Andalusia, Spain	36.584448	-6.235106	.	.	El Puerto de Santa Maria	.	Cádiz, Andalusia, Spain	.	.
Carlsbad, San Diego County, California, USA	33.156592	-117.353122	.	.	Carlsbad	.	San Diego County, California, USA	.	.
Chula Vista, San Diego County, California, USA	32.638811	-117.114747	.	.	Chula Vista	.	San Diego County, California, USA	.	.
Newport Beach, Orange County, California, USA	33.610444	-117.911770	.	.	Newport Beach	.	Orange County, California, USA	.	.
San Diego, San Diego County, California, USA	32.704907	-117.167232	.	.	San Diego	.	San Diego County, California, USA	.	.
Santa Barbara, Santa Barbara County, California, USA	34.411289	-119.687962	.	.	Santa Barbara	.	Santa Barbara County, California, USA	.	.
Resaca de la Palma State Park, Cameron County, Texas, USA	25.974144	-97.557365	.	.	Resaca de la Palma State Park	.	Cameron County, Texas, USA	.	.
South Padre Island, Cameron County, Texas, USA	26.109796	-97.168430	.	.	South Padre Island	.	Cameron County, Texas, USA	.	.
Manoka Bay, Wouri, Littoral Cameroon, Cameroon	3.747077	9.670111	.	.	Manoka Bay	.	Wouri, Littoral Cameroon, Cameroon	.	.
British Columbia, Canada	48.428197	-123.466956	.	Using Vancouver Island	British Columbia	.	Canada	.	X
La Captana, Panama Canal, Panama	8.948705	-79.574039	.	Using Rodman	La Captana	.	Panama Canal, Panama	.	.
Kosrae, Federated States of Micronesia	5.316009	162.969343	.	.	Kosrae	Kussie;Ualan	Federated States of Micronesia	Caroline Islands, Micronesia	.
Pohnpei, Federated States of Micronesia	6.883333	158.233333	.	.	Pohnpei	Ponape	Federated States of Micronesia	Caroline Islands, Micronesia	.
Yap, Federated States of Micronesia	9.533333	138.116667	.	.	Yap	.	Federated States of Micronesia	Caroline Islands, Micronesia	.
Acaraú, Ceará, Brazil	-2.844237	-40.139397	.	.	Acaraú	.	Ceará, Brazil	.	.
Fortaleza, Ceará, Brazil	-3.719406	-38.512336	.	.	Fortaleza	.	Ceará, Brazil	.	.
Cebu Province, Cebu, Philippines	10.299490	123.912316	.	.	Cebu Province	.	Cebu, Philippines	.	.
Atlantic coast of Central America	13.407061	-83.562150	.	.	Atlantic coast of Central America	.	Central America	Western Atlantic Ocean	.
Pacific coast of Central America	11.917147	-86.635893	.	.	Pacific coast of Central America	.	Central America	Eastern Pacific Ocean	.
Bang Pakong River, Chachoengsao, Thailand	13.500923	100.980722	.	.	Bang Pakong River	Bangpakong River	Chachoengsao, Thailand	.	.
Diego Garcia, Chagos Archipelago	-7.313333	72.411111	.	.	Diego Garcia	.	Chagos Archipelago	.	.
Adyar River, Chennai, Tamil Nadu, India	13.013010	80.276570	.	.	Adyar River	.	Chennai, Tamil Nadu, India	.	.
Ennore, Chennai, Tamil Nadu, India	13.217500	80.321550	.	.	Ennore	.	Chennai, Tamil Nadu, India	.	.
Quintero, Valparaíso Region, Chile	-32.765640	-71.535805	.	.	Quintero	.	Valparaíso Region, Chile	.	.
Valparaíso, Valparaíso Region, Chile	-33.042430	-71.611624	.	.	Valparaíso	.	Valparaíso Region, Chile	.	.
"Chin Bey", Fujian, China	24.442150	118.315963	Location not precise, but near Xiamen	.	"Chin Bey"	.	Fujian, China	.	.
"Cumsingmoon", Guangdong, China	22.344864	113.597491	Location not precise, it was somewhere between Zhuhai and Qi'ao Island	.	Cumsingmoon	Jinxing Men	Guangdong, China	.	.
Fujian, China	25.289279	118.969131	.	.	Fujian	.	China	Southern China	.
Guangxi, China	21.630330	108.787823	.	.	Guangxi	.	China	Southern China	.
Hainan Island, China	19.131479	109.672762	.	.	Hainan Island	.	China	Southern China	.
Hong Kong, China	22.050000	114.033333	.	.	Hong Kong	.	China	Southern China	.
Jiangsu, China	33.250000	120.800000	.	.	Jiangsu	.	China	Northern China	.
Macau, China	22.166667	113.550000	.	.	Macau	.	China	Southern China	.
Northern China	39.121580	117.808263	Roughly defined as north of the Yangtze River	Near Tianjin	Northern China	.	China	.	.
Shandong, China	36.693707	121.203856	.	.	Shandong	.	China	Northern China	.
Southern China	24.479836	118.089417	Roughly defined as south of the Yangtze River	Using Xiamen	Southern China	.	China	.	.
Zhejiang, China	30.322447	120.772763	.	.	Zhejiang	.	China	Southern China	.
Playa El Agallito, Chitré District, Panama	8.007915	-80.402409	.	.	Playa El Agallito	.	Chitré District, Panama	.	.
Utría, Chocó, Colombia	5.960995	-77.326673	.	.	Utría	.	Chocó, Colombia	.	.
Alligator Point, Chocolate Bay, Brazoria County, Texas, USA	29.176556	-95.117304	.	.	Alligator Point (Texas)	.	Chocolate Bay, Brazoria County, Texas, USA	.	.
Galeta Island, Coco Solo, Panama	9.402333	-79.872167	.	Atlantic coast	Galeta Island	.	Coco Solo, Panama	.	.
US Naval Station Coco Solo, Coco Solo, Panama	9.372620	-79.881200	.	Atlantic coast	US Naval Station Coco Solo	.	Coco Solo, Panama	.	.
Cuyutlán, Colima, Mexico	18.913283	-104.064562	.	Pacific coast	Cuyutlán	.	Colima, Mexico	.	.
Manzanillo, Colima, Mexico	19.098943	-104.351562	.	Pacific coast	Manzanillo	.	Colima, Mexico	.	.
Atlantic coast of Colombia	11.048157	-74.828329	.	.	Atlantic coast of Colombia	.	Colombia	Atlantic coast of South America	.
Isla de Providencia, Colombia	13.348889	-81.374722	.	.	Isla de Providencia	Old Providence	Atlantic coast of Colombia	.	.
Pacific coast of Colombia	4.494856	-77.339799	.	.	Pacific coast of Colombia	.	Colombia	Pacific coast of South America	.
East Haven, New Haven County, Connecticut, USA	41.259257	-72.852607	.	.	East Haven	.	New Haven County, Connecticut, USA	.	.
Milford, New Haven County, Connecticut, USA	41.178293	-73.119415	.	.	Milford	.	New Haven County, Connecticut, USA	.	.
New Haven, New Haven County, Connecticut, USA	41.297313	-72.914577	.	.	New Haven	.	New Haven County, Connecticut, USA	.	.
Pataguanset Estuary, New London County, Connecticut, USA	41.307788	-72.219565	.	.	Pataguanset Estuary	.	New London County, Connecticut, USA	.	.
Endeavour River Estuary, Cooktown, Queensland, Australia	-15.457401	145.213824	.	.	Endeavour River Estuary	.	Cooktown, Queensland, Australia	.	.
Ingleside Cove, Corpus Christi, Nueces County, Texas, USA	27.840060	-97.229688	.	.	Ingleside Cove	.	Corpus Christi, Nueces County, Texas, USA	.	.
Limon, Costa Rica	9.993877	-83.041361	.	.	Limon	.	Atlantic coast of Costa Rica	.	.
Pacific coast of Costa Rica	9.577549	-85.111127	.	.	Pacific coast of Costa Rica	.	Costa Rica	Pacific coast of Central America	.
Marianao Playa, Cuba	23.103008	-82.449751	.	.	Marianao Playa	.	Cuba	.	.
Santiago de Cuba, Cuba	20.026137	-75.835428	.	.	Santiago de Cuba	.	Cuba	.	.
Limon Bay, Cupica Bay, Chocó, Colombia	6.682790	-77.462324	.	Pacific coast, near Panama	Limon Bay	.	Cupica Bay, Chocó, Colombia	.	.
Piscaderabaai, Curaçao	12.132549	-68.968917	.	.	Piscaderabaai	Piscadera Bay	Curaçao	.	.
Waters River Marshes, Danvers, Essex County, Massachusetts, USA	42.546667	-70.940278	.	.	Waters River Marshes	.	Danvers, Essex County, Massachusetts, USA	.	.
East Point Reserve, Darwin, Northern Territory, Australia	-12.414945	130.830068	.	.	East Point Reserve	.	Darwin, Northern Territory, Australia	.	.
Lewes, Sussex County, Delaware, USA	38.791235	-75.162618	.	.	Lewes	.	Sussex County, Delaware, USA	.	.
Sussex County, Delaware, USA	38.694225	-75.152342	.	.	Sussex County	.	Delaware, USA	.	.
Banana, Democratic Republic of the Congo	-6.016667	12.404167	.	.	Banana	.	Democratic Republic of the Congo	.	.
Napuka, Disappointment Islands, Tuamotu Islands, French Polynesia	-14.170000	-141.231111	.	.	Napuka	.	Disappointment Islands, Tuamotu Islands, French Polynesia	.	.
Obock, Djibouti	11.966667	43.283333	.	.	Obock	.	Djibouti	.	.
Sanchez, Dominican Republic	19.225539	-69.612179	.	.	Sanchez	.	Dominican Republic	.	.
Santo Domingo, Dominican Republic	18.466667	-69.950000	.	.	Santo Domingo (Dominican Republic)	.	Dominican Republic	.	.
Umgeni River, Durban, KwaZulu-Natal, South Africa	-29.811787	31.039456	.	.	Umgeni River	.	Durban, KwaZulu-Natal, South Africa	.	.
Esmeraldas, Ecuador	0.950000	-79.666667	Province	.	Esmeraldas	.	Ecuador	.	.
Guayas, Ecuador	-2.183333	-79.883333	Province	Using Guayaquil	Guayas	.	Ecuador	.	.
El-Monqatea, South Sinai Governorate, Egypt	28.208651	34.420970	.	Location from El Serehy	El-Monqatea	Shora el Monqata	South Sinai Governorate, Egypt	Gulf of Aqaba, Red Sea	.
El-Tor, South Sinai Governorate, Egypt	28.241667	33.622222	.	.	El-Tor	.	South Sinai Governorate, Egypt	Gulf of Suez, Egypt	.
Gulf of Suez, Egypt	28.750000	33.000000	.	.	Gulf of Suez	.	Egypt	.	.
Marsa Al Zabad, South Sinai Governorate, Egypt	28.141604	34.440826	.	Location from El Serehy	Marsa Al Zabad	.	South Sinai Governorate, Egypt	Gulf of Aqaba, Red Sea	.
Ras Gharib, Red Sea Governorate, Egypt	28.367884	33.077293	.	.	Ras Gharib	.	Red Sea Governorate, Egypt	Gulf of Suez, Egypt	.
Ras Mohammed, South Sinai Governorate, Egypt	27.740450	34.247181	.	.	Ras Mohammed	.	South Sinai Governorate, Egypt	.	.
South Sinai Governorate, Egypt	27.724446	34.245068	.	.	South Sinai Governorate	.	Egypt	.	.
La Libertad, El Salvador	13.493416	-89.393171	Department	.	La Libertad	.	El Salvador	.	.
La Paz, El Salvador	13.324894	-88.962076	Department	.	La Paz (El Salvador)	.	El Salvador	.	.
La Unión, El Salvador	13.339189	-87.844010	Department	.	La Union	.	El Salvador	.	.
Usulután, El Salvador	13.272169	-88.552298	Department	.	Usulután	.	El Salvador	.	.
Cornwall, England	50.300000	-4.900000	Couch (1838) reported a fiddler crab from Cornwall, England, but the species turned out to be from the genus <em class="species">Goneplax</em>	.	Cornwall	.	England	.	X
Bioko, Equatorial Guinea	3.500000	8.700000	.	.	Bioko	.	Equatorial Guinea	.	.
Dahlak Archipelago, Eritrea	15.833333	40.200000	.	Red Sea	Dahlak Archipelago	.	Eritrea	.	.
Dissei, Eritrea	15.465000	39.749167	.	.	Dissei	.	Eritrea	.	.
Isola Nocra, Dahlak Archipelago, Eritrea	15.700000	39.933330	.	.	Isola Nocra	.	Dahlak Archipelago, Eritrea	.	.
Massawa, Eritrea	15.609722	39.450000	.	Red Sea	Massawa	.	Eritrea	.	.
Anchieta, Espírito Santo, Brazil	-20.806074	-40.655018	.	.	Anchieta	.	Espírito Santo, Brazil	.	.
Rio São Mateus, Espírito Santo, Brazil	-18.594780	-39.739001	.	.	Rio São Mateus	.	Espírito Santo, Brazil	.	.
Vitória, Espírito Santo, Brazil	-20.294260	-40.324490	.	.	Vitória	Victoria (Brazil)	Espírito Santo, Brazil	.	.
Eben Creek, Essex, Essex County, Massachusetts, USA	42.635278	-70.763056	.	coords from paper	Eben Creek	.	Essex, Essex County, Massachusetts, USA	.	.
Ria Formosa, Faro, Portugal	37.018193	-8.003292	.	.	Ria Formosa	.	Faro, Portugal	.	.
Tavira, Faro, Portugal	37.116667	-7.650000	.	.	Tavira	.	Faro, Portugal	.	.
Mangle Point, Fernandina Island, Galápagos Islands	-0.496309	-91.432418	.	.	Mangle Point	Punta Manglar	Fernandina Island, Galápagos Islands	.	.
Kandavu, Fiji	-19.050000	178.250000	.	.	Kandavu	.	Fiji	.	.
Matuku, Fiji	-19.166667	179.766667	.	.	Matuku	.	Fiji	.	.
Rotuma, Fiji	-12.500000	177.080000	.	.	Rotuma	.	Fiji	.	.
Punta Cormorant, Floreana Island, Galápagos Islands	-1.221017	-90.423460	.	.	Punta Cormorant	Punta Cormoran	Floreana Island, Galápagos Islands	.	.
Labuan Bajo, Flores, East Nusa Tenggara, Indonesia	-8.500000	119.883333	.	.	Labuan Bajo	.	Flores, East Nusa Tenggara, Indonesia	.	.
Western Flores, East Nusa Tenggara, Indonesia	-8.500000	119.883333	.	Using Labuan Bajo	Western Flores	.	Flores, East Nusa Tenggara, Indonesia	.	.
Pensacola, Escambia County, Florida, USA	30.414601	-87.205771	.	.	Pensacola	.	Escambia County, Florida, USA	.	.
Escambia River, Florida, USA	30.554431	-87.184537	.	.	Escambia River	.	Florida, USA	West coast of Florida, USA;Northwestern Florida, USA	.
Gulf Breeze, Santa Rosa County, Florida, USA	30.358022	-87.169390	.	.	Gulf Breeze	.	Santa Rosa County, Florida, USA	.	.
Sabine Island, Escambia County, Florida, USA	30.338470	-87.158278	.	.	Sabine Island	.	Escambia County, Florida, USA	.	.
Santa Rosa Sound, Santa Rosa County, Florida, USA	30.358135	-87.152683	.	.	Santa Rosa Sound	.	Santa Rosa County, Florida, USA	.	.
Northwestern Florida, USA	30.129954	-85.667686	.	Using Panama City	Northwestern Florida	.	Florida, USA	West coast of Florida, USA;Northeastern Gulf of Mexico	.
Panama City, Bay County, Florida, USA	30.129954	-85.667686	.	.	Panama City (Florida)	.	Bay County, Florida, USA	.	.
Port St. Joe, Gulf County, Florida, USA	29.813254	-85.308335	.	.	Port St. Joe	.	Gulf County, Florida, USA	.	.
Money Bayou, Gulf County, Florida, USA	29.684440	-85.285165	.	.	Money Bayou	.	Gulf County, Florida, USA	.	.
Carabelle, Franklin County, Florida, USA	29.838422	-84.673587	.	.	Carabelle	.	Franklin County, Florida, USA	.	.
Florida State Marine Lab, Franklin County, Florida, USA	29.915938	-84.512670	.	.	Florida State Marine Lab	.	Franklin County, Florida, USA	.	.
Alligator Harbor, Franklin County, Florida, USA	29.909850	-84.395136	.	.	Alligator Harbor	.	Franklin County, Florida, USA	.	.
Panacea, Wakulla County, Florida, USA	30.029294	-84.386913	.	.	Panacea	.	Wakulla County, Florida, USA	.	.
Alligator Point, Franklin County, Florida, USA	29.895870	-84.382489	.	.	Alligator Point (Florida)	.	Franklin County, Florida, USA	.	.
Wakulla County, Florida, USA	30.104727	-84.262464	.	.	Wakulla County	.	Florida, USA	West coast of Florida, USA;Northwestern Florida, USA	.
Steinhatchee, Taylor County, Florida, USA	29.670873	-83.387993	.	.	Steinhatchee	.	Taylor County, Florida, USA	.	.
Cedar Key, Levy County, Florida, USA	29.138665	-83.035551	.	.	Cedar Key	.	Levy County, Florida, USA	.	.
Seahorse Key, Levy County, Florida, USA	29.097078	-83.006604	.	.	Seahorse Key	.	Levy County, Florida, USA	.	.
Clearwater, Pinellas County, Florida, USA	27.964854	-82.804613	.	.	Clearwater	.	Pinellas County, Florida, USA	.	.
Yankeetown, Levy County, Florida, USA	29.030117	-82.750054	.	.	Yankeetown	.	Levy County, Florida, USA	.	.
St. Petersburg, Pinellas County, Florida, USA	27.747929	-82.629124	.	.	St. Petersburg	.	Pinellas County, Florida, USA	.	.
West coast of Florida, USA	27.747929	-82.629124	.	Using St. Petersburg	West coast of Florida	Gulf coast of Florida	Florida, USA	Gulf coast of United States	.
Sarasota Bay, Florida, USA	27.350612	-82.568281	.	.	Sarasota Bay	.	Florida, USA	West coast of Florida, USA	.
Tampa Bay, Florida, USA	27.749462	-82.546556	.	.	Tampa Bay	.	Florida, USA	West coast of Florida, USA	.
Osprey, Sarasota County, Florida, USA	27.188907	-82.491419	.	.	Osprey	.	Sarasota County, Florida, USA	.	.
Casey Key, Sarasota County, Florida, USA	27.150167	-82.480910	.	.	Casey Key	.	Sarasota County, Florida, USA	.	.
Englewood, Sarasota County, Florida, USA	26.967403	-82.369744	.	.	Englewood	.	Sarasota County, Florida, USA	.	.
Gasparilla Island, Lee County, Florida, USA	26.764270	-82.265430	.	.	Gasparilla Island	.	Lee County, Florida, USA	.	.
Placida, Charlotte County, Florida, USA	26.834102	-82.262201	.	.	Placida	.	Charlotte County, Florida, USA	.	.
Cayo Pelau, Lee County, Florida, USA	26.776127	-82.221427	.	.	Cayo Pelau	.	Lee County, Florida, USA	.	.
Punta Rassa, Lee County, Florida, USA	26.498615	-81.998718	.	.	Punta Rassa	.	Lee County, Florida, USA	.	.
Shell Point Island, Punta Rassa, Lee County, Florida, USA	26.518611	-81.995528	.	.	Shell Point Island	.	Punta Rassa, Lee County, Florida, USA	.	.
Florida Keys, Florida, USA	24.559167	-81.784167	.	.	Florida Keys	.	Southern Florida, USA	East coast of Florida, USA;West coast of Florida, USA	.
Key West, Monroe County, Florida, USA	24.559167	-81.784167	.	.	Key West	.	Monroe County, Florida, USA	Florida Keys, Florida, USA	.
Rookery Bay National Estuarine Research Reserve, Collier County, Florida, USA	26.029208	-81.738071	.	Gulf Coast	Rookery Bay National Estuarine Research Reserve	.	Collier County, Florida, USA	.	.
Marco Island, Collier County, Florida, USA	25.937623	-81.733773	.	.	Marco Island	.	Collier County, Florida, USA	.	.
Arlington, Jacksonville, Duval County, Florida, USA	30.374739	-81.453801	.	.	Arlington	.	Jacksonville, Duval County, Florida, USA	.	.
Jacksonville, Duval County, Florida, USA	30.401778	-81.432366	.	.	Jacksonville	.	Duval County, Florida, USA	.	.
Northeastern Florida, USA	30.401778	-81.432366	.	Using Jacksonville	Northeastern Florida	.	Florida, USA	East coast of Florida, USA	.
Fort George Island, Jacksonville, Duval County, Florida, USA	30.426313	-81.429810	.	.	Fort George Island	.	Jacksonville, Duval County, Florida, USA	.	.
St. Johns River, Jacksonville, Duval County, Florida, USA	30.402019	-81.427612	.	.	St. Johns River	.	Jacksonville, Duval County, Florida, USA	.	.
Pine Key, Monroe County, Florida, USA	24.736219	-81.312905	.	.	Pine Key	.	Monroe County, Florida, USA	Florida Keys, Florida, USA	.
St. Augustine, St. Johns County, Florida, USA	29.902019	-81.312429	.	.	St. Augustine	.	St. Johns County, Florida, USA	.	.
Lake Kissimmee, Florida, USA	27.910288	-81.266494	.	.	Lake Kissimmee	.	Florida, USA	East coast of Florida, USA	.
Bahia Honda Key, Monroe County, Florida, USA	24.659576	-81.261578	.	.	Bahia Honda	.	Monroe County, Florida, USA	Florida Keys, Florida, USA	.
Vaca Key, Monroe County, Florida, USA	24.718462	-81.073469	.	.	Vaca Key	.	Monroe County, Florida, USA	Florida Keys, Florida, USA	.
Cape Sable Creek, Monroe County, Florida, USA	25.238286	-81.046463	.	.	Cape Sable Creek	.	Monroe County, Florida, USA	West coast of Florida, USA	.
East coast of Florida, USA	28.569303	-80.801308	.	.	East coast of Florida	Atlantic coast of Florida	Florida, USA	Atlantic coast of United States	.
Southern Florida, USA	25.145078	-80.706459	Miami-Dade and Monroe counties	.	Southern Florida	.	Florida, USA	.	.
Florida, USA	25.145078	-80.706459	.	Using Southern Florida	Florida	.	United States	Atlantic and Gulf coasts of United States	.
Northern Florida Bay, Florida, USA	25.164897	-80.690303	.	.	Northern Florida Bay	.	Florida, USA	West coast of Florida, USA;Southern Florida, USA	.
Melbourne, Brevard County, Florida, USA	28.084392	-80.601192	.	.	Melbourne	.	Brevard County, Florida, USA	.	.
Indian River, Indian River County, Florida, USA	27.843030	-80.476254	.	Atlantic coast	Indian River	.	Indian River County, Florida, USA	.	.
Key Largo, Monroe County, Florida, USA	25.085981	-80.446197	.	.	Key Largo	.	Monroe County, Florida, USA	Florida Keys, Florida, USA	.
Fort Pierce, St. Lucie County, Florida, USA	27.450401	-80.322551	.	.	Fort Pierce	.	St. Lucie County, Florida, USA	.	.
Card Sound, Florida, USA	25.332299	-80.315605	Between Miami-Dade and Monroe Counties	.	Card Sound	.	Florida, USA	East coast of Florida, USA	.
